e_dis,c_sim,p_cor,k_tau,trn_length,pred_var,pred_acc
51.81390308362511,0.832092081808039,0.8020342464921023,0.22868013468013565,10,562.2632189999998,2329.708899999999
77.30059844871391,0.7248334235476173,0.7333970604047871,0.2030875420875429,10,3450.0601,21376.592199999992
56.49735839628149,0.8097755891670451,0.785964781551504,0.20943771043771126,10,857.6721389999998,1566.2433
55.80244890768186,0.8090197852129476,0.8048198831051141,0.24623569023569056,10,1415.2522639999995,6363.530599999999
58.73593214183658,0.2216802318197689,0.22958907245777585,0.03437373737373747,10,1481.8012990000009,1824.0143
61.641204202712,0.5119528745277606,0.4631792406333864,0.12299663299663262,10,1650.5607309999998,2286.2561000000005
51.73670459658389,0.24502867633793574,0.23110190121628127,0.038683501683501785,10,728.5242510000004,1878.208899999999
66.82127267111248,0.37455841882069835,0.3748097866210761,0.08853535353535337,10,2366.995899999999,3080.420000000002
59.15859463101235,0.6040992294885317,0.5775512130112922,0.08398316498316491,10,1861.4937999999995,1923.9038000000007
67.60936061465927,0.8412246679311688,0.8345409514103125,0.170471380471381,10,2076.3758,253197.6302
61.37673783092462,0.791612333730437,0.7610883226963456,0.21322895622895682,10,1312.7415960000003,3374.0832
55.45453892601982,0.715244651000703,0.7228524247242275,0.13779797979798003,10,1621.6479359999994,1622.4724000000006
68.84470109495274,0.8524572350933237,0.8503978649999739,0.17531649831649848,10,1776.373275,53530.34829999999
62.679825419338364,0.8684735081363056,0.875623562906294,0.1493939393939394,10,2246.4924189999992,129011.6861
59.92108262417393,0.6900716667382286,0.6896103418602093,0.13477441077441077,10,2073.564579,2487.2395
46.43978933799104,0.41194107885429543,0.39735511469802526,0.12219528619528656,10,442.0422749999999,2161.388499999999
60.75446365623542,0.6703909954450753,0.6670793753356055,0.12142760942760963,10,2292.7311560000003,2756.6166
52.30133821631125,0.8329862002078782,0.7996021022529693,0.22300673400673524,10,519.9272559999999,1634.6858000000002
60.86885882617065,0.8801472798408368,0.8875339474273468,0.16102356902356987,10,2004.726475,64983.138500000015
51.9431527230393,0.4748509410222585,0.48857589943561797,0.130531986531987,10,1205.3061999999998,3685.346200000001
55.6135064539446,0.7016577146299479,0.6988238154396414,0.19934680134680163,10,1576.1565790000002,4780.961899999999
48.467354411817816,0.8457088695999347,0.8270029983192067,0.27964309764309736,10,875.531384,2419.7069999999994
54.145748136239725,0.21188501130019655,0.20387506403606848,0.05725925925925919,10,1218.577944,2095.6854000000008
54.6947211159243,0.7949561369355201,0.7721779448984721,0.1963569023569023,10,837.7222959999999,1890.595
64.36850308793272,0.6152540400494072,0.6353399533242797,0.2247205387205396,10,2835.479459000001,13032.237899999998
52.91200170897174,0.83854493129163,0.8092924291932796,0.2120740740740746,10,668.1778240000001,2912.6632
49.51957229393672,0.8483248903161918,0.8195467786019172,0.22506734006733997,10,591.8598589999997,3330.184099999998
46.728058625116994,0.22005918824703724,0.22827751571924204,0.06474410774410777,10,590.1772909999999,855.9651000000001
75.24801293220206,0.851143216307953,0.8393455045753553,0.23074747474747578,10,2240.9636640000003,22588.274400000013
66.70555576730632,0.6471669023358626,0.6632396414917314,0.22235016835016866,10,2223.512771,12806.3669
61.06592359554264,0.7132773923409951,0.6974250118108966,0.1714781144781146,10,2295.530411000001,3596.358899999999
49.29017940283408,0.3919721195603345,0.40087103405033053,0.11131649831649831,10,915.5313710000004,2093.5996999999998
49.182767335123636,0.8459259585253359,0.8181527151279664,0.20922222222222273,10,700.5169000000002,2470.4018
52.09092458487164,0.8306652536229862,0.8065320942203423,0.18963973063973075,10,954.3717309999998,2663.1193
55.892384555409826,0.555046047364318,0.5705345559860087,0.14164309764309824,10,1573.1683239999998,1921.8866
57.329862405530974,0.8112627680130091,0.7966282457127835,0.19094949494949578,10,1117.238299,6094.3997
58.07920611619539,0.6729568592100222,0.6803028428658572,0.12434343434343402,10,1782.424564,1789.6822000000002
51.906239116438634,0.8360942443015522,0.8059709968522011,0.22316161616161642,10,560.316979,3301.9913
55.53406108407586,0.808926090122324,0.8082193953082133,0.2513367003367012,10,1653.659536,9082.720399999998
55.22264846348147,0.7178310765016571,0.7011902615153275,0.23234006734006787,10,1525.2655960000002,3586.2440000000006
48.09738590931785,0.8453513766539419,0.8187071843222097,0.21026599326599332,10,657.013536,4138.957599999999
49.79117496753054,0.694996967359077,0.6632873517213317,0.21031313131313165,10,1086.9072910000002,1265.2099000000003
49.951816089606034,0.7106461370627281,0.6544313147290761,0.16077441077441093,10,639.1232749999998,639.1785000000003
56.21244026589117,0.8062792980017074,0.7853101219681277,0.20989225589225682,10,1009.8588589999998,3001.6065000000003
74.9904088446027,0.8563179925061936,0.8388245399775154,0.2268080808080815,10,1990.827691,322400.03389999986
63.75360904362259,0.5523138829491175,0.5700988189725097,0.125929292929293,10,2601.7624439999995,3850.254
53.45949250479796,0.706381843837344,0.7074640957554873,0.16681818181818217,10,1300.241475,7813.538500000003
59.2820286785989,0.657436543912846,0.6447992066732913,0.2381245791245801,10,1663.0155160000006,2281.9304
48.611113415968624,0.24799549057424278,0.2604779770497844,0.060989898989898726,10,780.1257999999999,780.5614000000002
59.34998071773588,0.789512339705193,0.7613847546402799,0.20512794612794708,10,1350.2530160000003,1499.7769999999998
51.16135279869189,0.26545592763657166,0.2695265432085529,0.07931649831649808,10,874.5328749999999,1325.4581000000005
51.31979018973088,0.8375456245029127,0.8063010596631088,0.22624915824915867,10,586.3856749999999,1527.9549
49.63501741538675,0.8431500867646546,0.8122656492925215,0.21532323232323258,10,511.612059,3090.1188999999995
66.20098540427718,0.8551219167203593,0.8573785697865844,0.13688215488215513,10,2208.987898999999,164699.4041
91.42809805445376,0.8006157199524832,0.7496141719861924,0.17120538720538747,10,2493.0718440000005,6533.708199999999
50.607032855960796,0.666530202158731,0.6559516106529499,0.15190572390572363,10,1121.435344,1121.6696000000002
55.93038457095601,0.2648585704875394,0.2615824698445375,0.06266666666666647,10,1417.2667960000003,3266.0947999999994
67.47231254950117,0.8538755456613558,0.8503793901086888,0.16188888888888905,10,1685.6564159999991,51605.72759999999
53.46014990851639,0.3792236227875851,0.3941104159928121,0.10672053872053884,10,1262.415259,1303.6445000000008
74.92767269950603,0.6485399008760641,0.6611397752245811,0.18545454545454615,10,3236.155536,11034.458400000003
56.89443055248649,0.7974120741235556,0.7945753392665948,0.239464646464646,10,1830.7352510000003,6352.3563
59.195321816847226,0.7943972286336785,0.7769115891238463,0.19963636363636397,10,1620.2686559999995,4323.0208
69.2420425182535,0.8663577293809613,0.8731822170208012,0.21122558922559032,10,2583.120683999999,28261.901199999997
71.59997552565844,0.7547924559326313,0.7607306827067409,0.20297643097643092,10,2879.893818999999,13610.9891
59.07423179638249,0.2996424104430426,0.2590677739921247,0.05315824915824921,10,1296.6030110000002,2315.2979
70.84994714968842,0.8437200405266322,0.839121996907105,0.17017171717171717,10,1898.9151160000004,58839.374
53.14169398284337,0.611561442990492,0.6230731390396999,0.12505050505050497,10,947.1921,967.7129999999996
70.73065331857796,0.6306541194353095,0.6090433162570408,0.11221548821548806,10,2617.740804,2624.0609999999992
60.07101470047859,0.6296462557625372,0.6227203704265819,0.19962962962963007,10,1667.0572509999993,2093.1907
48.66311738462679,0.25287587804343137,0.2612618052070818,0.065117845117845,10,727.4370589999997,1655.9189
56.06227812516709,0.2918394156393904,0.25241076648203326,0.05328282828282817,10,1540.3246359999998,1676.2335999999998
86.9748232366207,0.8190160793789074,0.7883358248227939,0.1888484848484857,10,2084.6648190000005,21982.3063
55.80957484190876,0.5242423451609238,0.5296908404723777,0.11783838383838356,10,1467.9651,4840.09
51.396923624126444,0.8390976076270932,0.8152206940485414,0.20072390572390636,10,1004.3198359999996,4100.352
57.08066872474195,0.710219346367163,0.7064549101892801,0.21603030303030388,10,1600.465476,4078.7130000000016
58.1905145597842,0.7860262879061851,0.7877183124865086,0.2752895622895627,10,1975.2128189999996,7067.319699999998
62.992125284659146,0.38327166301802895,0.37292208665237536,0.05665319865319873,10,1708.7037360000002,1865.153800000001
67.928587898536,0.8419724270338899,0.8382197183781978,0.1559259259259256,10,1984.977004,89770.3708
62.287156213381785,0.8862736588975383,0.8948474210276579,0.2352457912457922,10,2536.3052000000007,2893.515199999999
51.96577116487052,0.8357545486300322,0.8064565253797187,0.22534343434343507,10,586.6361999999999,2557.996200000002
66.85341816041728,0.6312346320107376,0.6119761200243611,0.12887205387205436,10,2392.1484159999995,2392.3712
59.83489054373209,0.8810931299180158,0.8860323656243382,0.1446632996632999,10,1881.0488750000004,231547.23410000003
54.11380618653352,0.7071815594215366,0.6996695124780242,0.19258249158249163,10,1482.190075000001,3668.220100000001
48.03155845074735,0.582474075089375,0.5640068740795,0.17564309764309802,10,754.8590560000001,3357.083200000002
80.77003346805044,0.6774726036616806,0.5996013583748101,0.1774276094276096,10,1738.153770999999,1771.5275
68.44947794931576,0.765342049474446,0.7688137814101711,0.21615151515151576,10,2259.388644000001,16081.153
54.399096665729175,0.2548894621311713,0.26392054236841184,0.06272390572390567,10,923.5106750000002,1051.9929000000004
71.30619825951612,0.6579474600220409,0.674710013734288,0.2149831649831647,10,2895.434544,15735.950399999998
52.204528264457956,0.800305967040174,0.7883956993296943,0.23724579124579123,10,1327.1769559999998,2604.3816
56.71281952566219,0.2911088734433505,0.29307128473839034,0.0980538720538722,10,1415.8182990000005,1416.1219000000006
65.41082780576225,0.8529176833706364,0.8514007193945355,0.14882154882154858,10,2073.8211,92789.2372
53.09355964143546,0.8291214451682962,0.801022114107872,0.19851178451178453,10,1035.7340360000003,3295.9758
55.12866690798107,0.7796519205400898,0.7798453003384826,0.23173063973064015,10,1668.068975999999,5176.4988
55.91479085789738,0.8067232899183686,0.7683144394803274,0.21922895622895675,10,893.2335,896.8816000000003
59.94169076140469,0.7924136589802286,0.7635630330983598,0.21373737373737514,10,1163.7325,2210.255
